Year,Inoculum,Treatment,Snow,Survival,Block,GSL,PP
2018,V3,Vegetated,Control,1,2,49,0.98732805
2018,V3,Vegetated,Control,1,2,49,0.98732805
2018,V3,Vegetated,Sand,1,3,53,0.978714063
2018,V3,Vegetated,Sand,1,3,53,0.978714063
2018,V3,Vegetated,Sand,1,3,53,0.978714063
2018,V3,Vegetated,Sand,1,3,53,0.978714063
2018,V3,Vegetated,Sand,1,3,53,0.978714063
2018,V3,Vegetated,Control,1,3,50,0.98556781
2018,V3,Vegetated,Control,1,3,50,0.98556781
2018,V3,Vegetated,Control,1,3,50,0.98556781
2018,V3,Vegetated,Control,1,3,50,0.98556781
2018,V3,Vegetated,Control,1,3,50,0.98556781
2018,V3,Vegetated,Sand,1,4,60,0.948103407
2018,V3,Vegetated,Sand,1,4,60,0.948103407
2018,V3,Vegetated,Sand,1,4,60,0.948103407
2018,V3,Vegetated,Sand,1,4,60,0.948103407
2018,V3,Vegetated,Sand,1,4,60,0.948103407
2018,V3,Vegetated,Control,1,4,58,0.959647772
2018,V3,Vegetated,Control,1,4,58,0.959647772
2018,V3,Vegetated,Control,1,4,58,0.959647772
2018,V3,Vegetated,Control,1,4,58,0.959647772
2018,V4,Vegetated,Sand,1,1,56,0.824028107
2018,V4,Vegetated,Sand,1,1,56,0.824028107
2018,V4,Vegetated,Sand,1,1,56,0.824028107
2018,V4,Vegetated,Sand,1,1,56,0.824028107
2018,V4,Vegetated,Sand,1,1,56,0.824028107
2018,V4,Vegetated,Control,1,1,46,0.988820801
2018,V4,Vegetated,Control,1,1,46,0.988820801
2018,V4,Vegetated,Control,1,1,46,0.988820801
2018,V4,Vegetated,Control,1,1,46,0.988820801
2018,V4,Vegetated,Control,1,1,46,0.988820801
2018,V4,Vegetated,Sand,1,2,57,0.777303766
2018,V4,Vegetated,Sand,1,2,57,0.777303766
2018,V4,Vegetated,Sand,0,2,57,0.777303766
2018,V4,Vegetated,Sand,0,2,57,0.777303766
2018,V4,Vegetated,Sand,0,2,57,0.777303766
2018,V4,Vegetated,Control,1,2,49,0.973425907
2018,V4,Vegetated,Control,1,2,49,0.973425907
2018,V4,Vegetated,Control,1,2,49,0.973425907
2018,V4,Vegetated,Control,1,2,49,0.973425907
2018,V4,Vegetated,Control,1,2,49,0.973425907
2018,V4,Vegetated,Sand,1,3,53,0.918747799
2018,V4,Vegetated,Sand,1,3,53,0.918747799
2018,V4,Vegetated,Sand,1,3,53,0.918747799
2018,V4,Vegetated,Control,1,3,50,0.964669098
2018,V4,Vegetated,Control,1,3,50,0.964669098
2018,V4,Vegetated,Control,1,3,50,0.964669098
2018,V4,Vegetated,Control,1,3,50,0.964669098
2018,V4,Vegetated,Sand,1,4,60,0.591084191
2018,V4,Vegetated,Sand,1,4,60,0.591084191
2018,V4,Vegetated,Sand,1,4,60,0.591084191
2018,V4,Vegetated,Sand,1,4,60,0.591084191
2018,V4,Vegetated,Sand,1,4,60,0.591084191
2018,V4,Vegetated,Control,1,4,58,0.72235327
2018,V4,Vegetated,Control,1,4,58,0.72235327
2018,V4,Vegetated,Control,0,4,58,0.72235327
2018,V4,Vegetated,Control,0,4,58,0.72235327
2018,V4,Vegetated,Control,0,4,58,0.72235327
