ALT,SOIL_H2O,MeanSnow,SAND,CLAY,SILT,PH,TDN,DOC,Dptotal,Dpinorg,cirsco,silaca,trillu,phlsib,anggra,senfre,hymgra,eriper,oxydig,bisbis,antalp,genalg,moss,geuros,elyscr,trispi,fesrub,descae,kobmyo,carnar,carper,carpha,carnig,poaalp,ligfil,richness,cirscoA,silacaA,trilluA,phlsibA,anggraA,senfreA,hymgraA,eriperA,oxydigA,bisbisA,antalpA,genalgA,mossA,geurosA,elyscrA,trispiA,fesrubA,descaeA,kobmyoA,carnarA,carperA,carphaA,carnigA,poaalpA,ligfilA,stems,burk,clost,acidGP1A,acidGP4A,rhodo,tm7,ktedo,acidim,acidGP3,desulf,acidGP7,pseudo,delta,rhizo,actinomyc,acidGP4,cyano,acidGP1,chitin,rubro,oxalo,sphingo
3657.636475,7.52688172,121.153,67,20,13,4.2,12.63145998,95.05182211,6.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,95,55,0,0,12,19,130,0,0,0,0,0,0,311,0.01535087,0.08114035,0.08991228,0,0.01315789,0.01535087,0.12280701,0.00219298,0.03289473,0.01315789,0,0.02192982,0.03289473,0.06359649,0.00438596,0,0,0.03289473,0.10307017,0.0372807,0,0.00438596
3709.48877,1.01010101,283.281,81,13,6,3.91,6.601010101,32.90909091,5.97,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,3,0,0,0,0,0,16,0,0.02040816,0.03061224,0,0.09183673,0,0.06122448,0,0.04081632,0.02040816,0.01020408,0.01020408,0.06122448,0.01020408,0.01020408,0,0,0.01020408,0.0510204,0.01020408,0.0510204,0.0510204
3712.693848,1.01010101,242.676,79,13,7,4.42,7.267676768,61.44444444,4.87,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,11,15,4,4,0,0,0,43,0.01461988,0.00584795,0.02339181,0.01461988,0.01754385,0.02631578,0.10818713,0.02339181,0.00292397,0.00584795,0.02046783,0.0116959,0.05847953,0.04385964,0.00877192,0.00292397,0.00584795,0.02923976,0.0614035,0.0116959,0.01754385,0
3716.970703,1.01010101,204.426,77,16,8,4.05,4.904040404,32.35353535,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,22,0,1,0,0,0,26,0.00236966,0.0106635,0.03791469,0.00118483,0.02132701,0.0035545,0.04383886,0.03199052,0.01540284,0.00592417,0.00236966,0.04739336,0.02962085,0.01184834,0.00829383,0.00592417,0.0035545,0.007109,0.06516587,0.02369668,0.01777251,0.01184834
3711.2854,2.040816327,142.455,58,20,22,4.73,8.918367347,56.66836735,5.69,9.67,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,130,0,4,0,0,4,0,0,0,0,0,0,148,0.11538461,0.0576923,0.01923076,0.01923076,0,0.07692307,0,0.01923076,0.01923076,0.01923076,0.01923076,0,0,0.07692307,0.03846153,0.0576923,0,0,0.17307692,0,0,0.01923076
3713.193115,1.01010101,124.923,52,21,26,4.77,6.383838384,48.73232323,3.3,6.13,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,2,0,0,0,20,0.0051282,0.01025641,0.0051282,0.0076923,0.01282051,0.0076923,0.01282051,0.02051282,0.0076923,0.02307692,0.11538461,0.0051282,0.04102564,0.03333333,0.02307692,0.02051282,0.03846153,0.01025641,0.15384615,0.0051282,0.01794871,0.02307692
3710.34668,1.01010101,123.506,73,15,12,4.95,11.97474747,118.459596,3.65,7.52,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,5,12,0,0,0,0,0,30,0.00561797,0,0.01123595,0.03370786,0.00561797,0.01123595,0.01123595,0.01123595,0.02808988,0.01123595,0.05056179,0,0.04494382,0.02808988,0.01685393,0.04494382,0.02247191,0,0.1235955,0.00561797,0.03370786,0.01123595
3711.345703,5.263157895,114.034,78,14,8,6.2,4.747368421,48.68421053,2.75,4.51,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,17,0.00904977,0,0,0.03619909,0.00452488,0.00904977,0,0.02262443,0,0.00452488,0.01809954,0.00452488,0.09049773,0.07239819,0.01809954,0.05882352,0.00904977,0,0.19909502,0.00452488,0.03619909,0.02262443
3693.483887,3.092783505,117.004,74,12,13,5,6.402061856,47.34536082,4.45,5.39,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,8,2,0,18,2,0,0,0,0,0,0,0,0,0,130,0,2,0,42,7,1,0,0,0,0,0,204,0.02857142,0.04285714,0.02142857,0.02142857,0,0.00714285,0,0.02142857,0,0.02142857,0.02857142,0,0.04285714,0.1,0.05714285,0.01428571,0,0.01428571,0.22142857,0.00714285,0.00714285,0.01428571
3656.880615,1.01010101,102.357,70,14,15,5.28,5.222222222,36.10511617,3.56,3.94,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,11,3,0,0,0,10,14,0,0,1,75,0,0,0,0,0,0,0,118,0.01453488,0,0,0.06540697,0.01017441,0.01744186,0.01017441,0.01308139,0.00726744,0.0247093,0.0247093,0.00581395,0.0494186,0.03197674,0.02325581,0.04069767,0.02180232,0.00726744,0.20348837,0.00726744,0.04069767,0.02325581
3843.987061,2.040816327,234.996,86,12,2,4.51,5.469387755,31.54115839,5.98,10.02,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,9,4,12,0,3,0,0,0,0,0,41,0.00595238,0.08928571,0.03571428,0,0.01190476,0,0.07738095,0.00595238,0.01785714,0.02380952,0.02380952,0.01190476,0.07142857,0.02380952,0.01785714,0,0.00595238,0.02380952,0.10119047,0.01190476,0.00595238,0
3843.987061,1.01010101,227.495,78,16,5,4.2,4.918167264,26.56612127,3.27,5.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,17,2,0,5,0,0,0,0,0,40,0,0.03100775,0.02325581,0.00775193,0.04651162,0.01550387,0.17829457,0.01550387,0.03100775,0,0.00775193,0.05426356,0.0620155,0,0,0.00775193,0.00775193,0.03100775,0.0620155,0.05426356,0,0.00775193
3842.454346,7.52688172,248.508,60,17,23,4.27,3.625272488,23.24358137,2.43,3.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,0,1,0,0,0,1,0,24,0.00819672,0,0.0409836,0.0409836,0,0,0.02459016,0,0,0.02459016,0.06557377,0,0.02459016,0.04918032,0.01639344,0,0.08196721,0.01639344,0.17213114,0,0.06557377,0.00819672
3832.378418,4.166666667,209.584,76,14,10,4.39,7.272298592,62.39604968,6.9,7.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,10,0,0,2,0,0,0,0,0,0,38,0.01470588,0.02205882,0.06617647,0.00735294,0.02205882,0,0.04411764,0.00735294,0,0.00735294,0.0367647,0.01470588,0.10294117,0.02941176,0.02205882,0.00735294,0.00735294,0.01470588,0.11764705,0.02205882,0,0.01470588
3842.454346,1.01010101,257.053,82,14,4,3.98,5.282584471,21.84890489,7.42,9.45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,21,8,1,0,7,1,0,0,0,0,54,0.02531645,0,0.01265822,0,0.02531645,0.02531645,0.10126582,0,0,0.01265822,0,0,0.06329113,0.01265822,0.02531645,0,0,0.01265822,0.1392405,0.01265822,0,0.02531645
3736.311279,1.01010101,262.888,76,16,8,4.5,3.585858586,13.56060606,2.46,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,9,0.01515151,0,0.02272727,0,0.0530303,0,0.03787878,0,0.01515151,0,0.03787878,0.03030303,0.0530303,0.03787878,0.03030303,0.01515151,0,0,0.02272727,0.03030303,0.0530303,0.02272727
3739.884766,3.092783505,264.225,80,14,6,4.58,4.955953005,34.83421959,4.45,6.99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0,15,0.02139037,0,0.00534759,0.00534759,0.02139037,0.02139037,0.00534759,0.01069518,0.01069518,0.01069518,0.13368983,0.01604278,0.10160427,0.03208556,0,0.00534759,0.01604278,0.00534759,0.10160427,0,0.00534759,0.00534759
3737.725098,4.166666667,262.303,73,16,11,4.62,4.265625,34.03645833,3.33,5.35,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0,4,0,2,0,0,0,0,0,13,0.01734104,0,0.05780346,0.00578034,0.00578034,0.02312138,0.01734104,0.01156069,0.01734104,0.00578034,0.10404624,0,0.02312138,0.02890173,0.04046242,0.00578034,0.02312138,0.00578034,0.09826589,0,0.01734104,0.02312138
3736.311279,4.166666667,257.017,71,15,14,4.72,3.766328344,20.83333333,2.62,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,6,12,3,0,0,0,0,0,44,0.04838709,0,0,0,0,0.01612903,0.02419354,0.02419354,0.04032258,0,0.06451612,0,0.04838709,0.02419354,0.01612903,0.00806451,0.03225806,0.00806451,0.06451612,0,0.04032258,0.03225806
3738.220947,5.263157895,266.02,75,14,11,5.17,1.239130435,10.83695652,3.16,3.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0.01754385,0,0.02339181,0.0116959,0.0116959,0.00584795,0,0.0116959,0.0116959,0.01754385,0.04093567,0.00584795,0.07017543,0.00584795,0.02339181,0.0116959,0.01754385,0.00584795,0.0994152,0,0.04678362,0.03508771
3736.311279,3.092783505,261.252,79,14,7,4.24,6.273195876,30.95876289,2.96,5.5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,7,0.00980392,0,0.01960784,0.02941176,0.02941176,0,0.00980392,0.00980392,0,0.00980392,0.07843137,0,0.05882352,0.00980392,0.00980392,0,0.02941176,0,0.0490196,0.00980392,0.03921568,0.01960784
3732.09668,4.166666667,258.398,81,16,3,4.05,6.302083333,31.06770833,3.73,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0.0076923,0.02307692,0.03076923,0,0.03846153,0.0076923,0.04615384,0.01538461,0.01538461,0.03076923,0.05384615,0.02307692,0.08461538,0.01538461,0.01538461,0,0.0076923,0.0076923,0.1076923,0.01538461,0.01538461,0
3739.884766,7.52688172,264.423,81,14,5,4.92,2.037634409,14.33870968,2.31,4.34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,5,0,0,0,1,0,0,0,0,0,11,0.01860465,0,0.01395348,0.00232558,0.00232558,0.01860465,0,0.00930232,0.00465116,0.03255813,0.04651162,0,0.12093023,0.03953488,0.01627906,0.02093023,0.00697674,0.00930232,0.11860465,0,0.05581395,0.00930232
3655.56543,8.695652174,358.477,81,14,5,4.36,6.328260677,55.66638568,2.21,3.29,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,7,0,0,0,26,0.02272727,0,0.03787878,0.02272727,0,0,0.03787878,0.00757575,0.00757575,0.01515151,0.0530303,0,0.07575757,0.03030303,0.00757575,0,0.03030303,0.03030303,0.0530303,0,0.03787878,0.01515151
3834.394775,0,144.609,71,15,14,4.67,5.591207664,42.03167598,4.28,6.66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,1,0,0,0,0,0,22,0.00552486,0.00552486,0.03314917,0,0.01657458,0,0.13259668,0.00552486,0.01104972,0.00552486,0,0.03314917,0.0276243,0.0276243,0,0.01104972,0,0.00552486,0.07734806,0.01104972,0.01657458,0.00552486
