"","Plot","Easting","Northing","Site","Hyphae","Vesicles","Arbuscules","AM","DSE","NM","Colonization","AM_Present","DS_Present","Olpidium","Species","Family","Class","Type","Group","Stems_2008","Stems_2015","Stem_Change","Density","Rich_2015","PCo1","PCo2","Elevation","Snowpack","Moisture","Sand","MBC","DOC7","TDN7","TDP","TDIP","pH","Spores","AG","BG","BXYL","CBH","LAP","NAG","PHOS","BG.NAG","NAG.PHOS","Glomeromycota","Pleosporales","Microascales","Xylariales","Pezizales","Dothideales","Leotiales","Chaetothyriales","Eurotiales","Onygenales","Saccharomycetales","Taphrinales","Ambispora","Archaeospora","Acaulospora","Diversispora","Entrophospora","Gigaspora","Scutellospora","Glomus","Paraglomus","Herpotrichia","Leptosphaeria","Pleospora","Xylaria","Dothidea","Cudonia","Sclerotinia","Spathularia","Capronia","Elaphomyces","Debaryomyces","Taphrina","Alternaria","Aspergillus","Phialocephala","Phialophora","Shannon","DOC15","TDN15","Mean.Snow","Trend.Snow","CV.Snow","Julian","AMlogit","DSElogit","DensityLog","TDPlog","TDNlog","DSE_Curve"
"142",129,446567,4434213,"D",16,52,0,52,0,44,56,1,0,0,"ANGGRA","Apiaceae","Forb","Forb","Forb",17,151,134,48,17,0.275569835,0.021301533,3711.3,114.034,5.26,78,82.079,48.68421053,4.747368421,2.75,4.51,6.2,54,1.259685337,51.56670085,3.59854487,7.667394766,0.437031699,7.809857886,38.38944184,6.602770704,0.203437651,0.035077289,0.137782402,0.000148633,0.000148633,0.000297265,0.000148633,0.001486326,0.056926278,0.000148633,0.000445898,0,0.001337693,0,0,0,0,0,0,0,0.004161712,0.000445898,0,0.001337693,0,0,0,0,0,0,0.02363258,0,0,0.000297265,0.000148633,0,0,0.000148633,1.95,10.8,3.8,127.83,-6.02,0.61,231,0.0760366130601276,-3.66356164612965,3.87120101090789,1.01160091167848,1.33500106673234,5.42789587014535
"143",129,446567,4434213,"D",18,7,0,18,0,80,20,1,0,0,"DESCES","Poaceae","Graminoid","Grass","Grass",17,151,134,48,17,0.275569835,0.021301533,3711.3,114.034,5.26,78,82.079,48.68421053,4.747368421,2.75,4.51,6.2,54,1.259685337,51.56670085,3.59854487,7.667394766,0.437031699,7.809857886,38.38944184,6.602770704,0.203437651,0.035077289,0.137782402,0.000148633,0.000148633,0.000297265,0.000148633,0.001486326,0.056926278,0.000148633,0.000445898,0,0.001337693,0,0,0,0,0,0,0,0.004161712,0.000445898,0,0.001337693,0,0,0,0,0,0,0.02363258,0,0,0.000297265,0.000148633,0,0,0.000148633,1.95,10.8,3.8,127.83,-6.02,0.61,231,-1.41148460994845,-3.66356164612965,3.87120101090789,1.01160091167848,1.33500106673234,5.42789587014535
"144",129,446567,4434213,"D",0.5,0,0,0.5,13,87,13,1,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",17,151,134,48,17,0.275569835,0.021301533,3711.3,114.034,5.26,78,82.079,48.68421053,4.747368421,2.75,4.51,6.2,54,1.259685337,51.56670085,3.59854487,7.667394766,0.437031699,7.809857886,38.38944184,6.602770704,0.203437651,0.035077289,0.137782402,0.000148633,0.000148633,0.000297265,0.000148633,0.001486326,0.056926278,0.000148633,0.000445898,0,0.001337693,0,0,0,0,0,0,0,0.004161712,0.000445898,0,0.001337693,0,0,0,0,0,0,0.02363258,0,0,0.000297265,0.000148633,0,0,0.000148633,1.95,10.8,3.8,127.83,-6.02,0.61,231,-3.48472463825738,-1.74641454185999,3.87120101090789,1.01160091167848,1.33500106673234,5.42789587014535
"132",124,446820,4434279,"D",5,0,0,5,0,95,5,1,0,0,"CARPER","Cyperaceae","Graminoid","Sedge","Sedge",43,77,34,25,12,0.018920339,-0.164207897,3712.7,242.676,1.01,79,21.419,61.44444444,7.267676768,4.87,5.41,4.42,6,3.286907962,43.29669537,5.81714276,13.80650334,0.235152446,12.23706407,115.6918156,3.538160389,0.105772945,0.000374532,0.128089888,0,0,0.005243446,0.000749064,0,0.07340824,0.010674157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561798,0,0,0,0.000187266,0,0,0,1.78,20,2.94,214.08,-3.56,0.39,231,-2.54890623262096,-3.66356164612965,3.2188758248682,1.5830939370945,1.07840958135059,5.36489408325439
"133",124,446820,4434279,"D",0,0.5,0,0.5,0,99.5,0.5,1,0,0,"CARPYR","Cyperaceae","Graminoid","Sedge","Sedge",43,77,34,25,12,0.018920339,-0.164207897,3712.7,242.676,1.01,79,21.419,61.44444444,7.267676768,4.87,5.41,4.42,6,3.286907962,43.29669537,5.81714276,13.80650334,0.235152446,12.23706407,115.6918156,3.538160389,0.105772945,0.000374532,0.128089888,0,0,0.005243446,0.000749064,0,0.07340824,0.010674157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561798,0,0,0,0.000187266,0,0,0,1.78,20,2.94,214.08,-3.56,0.39,231,-3.48472463825738,-3.66356164612965,3.2188758248682,1.5830939370945,1.07840958135059,5.36489408325439
"134",124,446820,4434279,"D",0,0,0,0,0,100,0,0,0,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",43,77,34,25,12,0.018920339,-0.164207897,3712.7,242.676,1.01,79,21.419,61.44444444,7.267676768,4.87,5.41,4.42,6,3.286907962,43.29669537,5.81714276,13.80650334,0.235152446,12.23706407,115.6918156,3.538160389,0.105772945,0.000374532,0.128089888,0,0,0.005243446,0.000749064,0,0.07340824,0.010674157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000561798,0,0,0,0.000187266,0,0,0,1.78,20,2.94,214.08,-3.56,0.39,231,-3.66356164612965,-3.66356164612965,3.2188758248682,1.5830939370945,1.07840958135059,5.36489408325439
"137",127,446673,4434240,"D",0,0,0,0,0.5,99.5,0.5,0,1,0,"MINOBT","Caryophyllaceae","Forb","Forb","Forb",20,48,28,15,7,-0.145332703,-0.198894126,3713.2,124.923,1.01,52,2.641,48.73232323,6.383838384,3.3,6.13,4.77,14,3.233857162,119.9936787,11.25672862,31.80550943,0.471837836,44.24627634,265.9415114,2.711949764,0.166375968,0.002054054,0.114378378,0,0,0.007135135,0.000324324,0,0.071891892,0.000108108,0,0.000972973,0.00227027,0,0,0,0,0,0.000108108,0,0,0,0,0.000216216,0,0,0,0,0,0,0.010378378,0,0,0.00227027,0,0,0,0,1.62,21.08,2.74,149.35,-7.22,0.57,231,-3.66356164612965,-3.48472463825738,2.70805020110221,1.19392246847243,1.00795792039998,5.34270112237049
"138",127,446673,4434240,"D",0,7,0,7,60,33,67,1,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",20,48,28,15,7,-0.145332703,-0.198894126,3713.2,124.923,1.01,52,2.641,48.73232323,6.383838384,3.3,6.13,4.77,14,3.233857162,119.9936787,11.25672862,31.80550943,0.471837836,44.24627634,265.9415114,2.711949764,0.166375968,0.002054054,0.114378378,0,0,0.007135135,0.000324324,0,0.071891892,0.000108108,0,0.000972973,0.00227027,0,0,0,0,0,0.000108108,0,0,0,0,0.000216216,0,0,0,0,0,0,0.010378378,0,0,0.00227027,0,0,0,0,1.62,21.08,2.74,149.35,-7.22,0.57,231,-2.29545591555475,0.384674338439091,2.70805020110221,1.19392246847243,1.00795792039998,5.34270112237049
"121",117,446713,4434274,"D",5,2,0,5,0,93,7,1,0,0,"ANTMED","Asteraceae","Forb","Forb","Forb",NA,257,NA,82,18,0.350298845,0.239173588,3727.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,NA,NA,152.8,-7.42,0.53,229,-2.54890623262096,-3.66356164612965,4.40671924726425,NA,NA,4.76259377140614
"122",117,446713,4434274,"D",0,0,0,0,0,100,0,0,0,0,"SILACA","Caryophyllaceae","Forb","Forb","Forb",NA,257,NA,82,18,0.350298845,0.239173588,3727.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,NA,NA,152.8,-7.42,0.53,229,-3.66356164612965,-3.66356164612965,4.40671924726425,NA,NA,4.76259377140614
"123",117,446713,4434274,"D",0,2,0,2,1,97,3,1,1,0,"TRISPI","Poaceae","Graminoid","Grass","Grass",NA,257,NA,82,18,0.350298845,0.239173588,3727.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,NA,NA,152.8,-7.42,0.53,229,-3.07856827913314,-3.33168677783125,4.40671924726425,NA,NA,4.76259377140614
"174",155,446761,4434294,"D",0,0,0,0,0,100,0,0,0,0,"CARPYR","Cyperaceae","Graminoid","Sedge","Sedge",2,10,8,3,4,-0.472319347,0.326212022,3732.1,258.398,4.17,81,114.057,31.06770833,6.302083333,3.73,5.76,4.05,3,NA,77.12121126,NA,14.50694906,NA,8.973447892,90.15233891,8.594378904,0.099536496,0.002565283,0.05643623,0.000131553,6.58e-05,0.00486746,0,6.58e-05,0.010655792,0.000328882,0,6.58e-05,0.010195356,0,0,0,6.58e-05,0,0,0.000986647,0,0,0,0,0,0,0,0,0.000263106,0,0,0,0,0.010195356,0,0,0,0,1.16,12.4,1.56,196.23,-6.42,0.47,229,-3.66356164612965,-3.66356164612965,1.09861228866811,1.31640823365572,0.444685821261446,4.62255768074381
"124",118,446770,4434302,"D",1,0,0,1,9,91,9,1,1,1,"OXYDIG","Polygonaceae","Forb","Forb","Forb",NA,46,NA,15,9,-0.20534656,-0.16634485,3734.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,NA,NA,198.1,-6.45,0.46,229,-3.33168677783125,-2.08564398614808,2.70805020110221,NA,NA,4.53554815530278
"125",118,446770,4434302,"D",0,0,0,0,1,99,1,0,1,0,"STEUMB","Caryophyllaceae","Forb","Forb","Forb",NA,46,NA,15,9,-0.20534656,-0.16634485,3734.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,NA,NA,198.1,-6.45,0.46,229,-3.66356164612965,-3.33168677783125,2.70805020110221,NA,NA,4.53554815530278
"167",147,446775,4434303,"D",1,0,0,1,0,99,1,1,0,0,"CARPYR","Cyperaceae","Graminoid","Sedge","Sedge",NA,68,NA,22,10,-0.069840438,-0.213331455,3734.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000125235,0.069505322,0.00025047,0.000626174,0.003882279,0,0,0.002504696,0,0,0,0.000125235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,NA,NA,199.42,-6.32,0.47,229,-3.33168677783125,-3.66356164612965,3.09104245335832,NA,NA,4.53554815530278
"163",145,446763,4434301,"D",0,0,0,0,0,100,0,0,0,0,"OXYDIG","Polygonaceae","Forb","Forb","Forb",9,75,66,24,7,-0.021628161,-0.18051704,3736.3,262.888,1.01,76,127.106,13.56060606,3.585858586,2.46,0,4.5,10,0.186930367,4.735258645,0.287738673,1.737559512,0.017067107,0.766217381,9.577097887,6.18004598,0.080005174,0.001215953,0.127756161,0.001297017,0,0.002675097,8.11e-05,0.000243191,0.02099546,0.000810636,0,0,0.005755512,0,0,0,0,0,0,0.000729572,0,0,0,0.001621271,0,0,0,0,0,0,0.000324254,0,0,0.005755512,0.000162127,0,0,0,1.22,6.89,1.08,197.7,-6.11,0.47,229,-3.66356164612965,-3.66356164612965,3.17805383034795,0.900161349944271,0.0769610411361284,4.49394775308322
"164",145,446763,4434301,"D",0,0,0,0,0,100,0,0,0,0,"STEUMB","Caryophyllaceae","Forb","Forb","Forb",9,75,66,24,7,-0.021628161,-0.18051704,3736.3,262.888,1.01,76,127.106,13.56060606,3.585858586,2.46,0,4.5,10,0.186930367,4.735258645,0.287738673,1.737559512,0.017067107,0.766217381,9.577097887,6.18004598,0.080005174,0.001215953,0.127756161,0.001297017,0,0.002675097,8.11e-05,0.000243191,0.02099546,0.000810636,0,0,0.005755512,0,0,0,0,0,0,0.000729572,0,0,0,0.001621271,0,0,0,0,0,0,0.000324254,0,0,0.005755512,0.000162127,0,0,0,1.22,6.89,1.08,197.7,-6.11,0.47,229,-3.66356164612965,-3.66356164612965,3.17805383034795,0.900161349944271,0.0769610411361284,4.49394775308322
"170",152,446770,4434294,"D",0.5,0,0,0.5,0,99.5,0.5,1,0,0,"CARPYR","Cyperaceae","Graminoid","Sedge","Sedge",44,39,-5,12,6,-0.307940379,-0.1317505,3736.3,257.017,4.17,71,33.92,20.83333333,3.766328344,2.62,0,4.72,0,0.17117442,7.220733955,0.611524034,2.020908908,0.01716114,0.715635502,12.15854408,10.08996051,0.058858651,0.000839366,0.026440038,0,0.000314762,0.001154129,0.000629525,0.000629525,0.005665722,0.000944287,0,0,0.007869059,0,0,0,0,0,0,0.000839366,0,0,0,0.000209842,0,0,0,0,0.001154129,0,0,0,0,0.007869059,0,0,0,0,1.38,8.7,0.86,197.58,-6.41,0.46,229,-3.48472463825738,-3.66356164612965,2.484906649788,0.963174317773006,-0.150822889734584,4.49394775308322
"171",152,446770,4434294,"D",5,0,0,5,0,95,5,1,0,0,"OXYDIG","Polygonaceae","Forb","Forb","Forb",44,39,-5,12,6,-0.307940379,-0.1317505,3736.3,257.017,4.17,71,33.92,20.83333333,3.766328344,2.62,0,4.72,0,0.17117442,7.220733955,0.611524034,2.020908908,0.01716114,0.715635502,12.15854408,10.08996051,0.058858651,0.000839366,0.026440038,0,0.000314762,0.001154129,0.000629525,0.000629525,0.005665722,0.000944287,0,0,0.007869059,0,0,0,0,0,0,0.000839366,0,0,0,0.000209842,0,0,0,0,0.001154129,0,0,0,0,0.007869059,0,0,0,0,1.38,8.7,0.86,197.58,-6.41,0.46,229,-2.54890623262096,-3.66356164612965,2.484906649788,0.963174317773006,-0.150822889734584,4.49394775308322
"169",151,446756,4434295,"D",0,0,0,0,0,100,0,0,0,0,"OXYDIG","Polygonaceae","Forb","Forb","Forb",NA,20,NA,6,6,-0.440999058,0.089948773,3737.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000125235,0.069505322,0.00025047,0.000626174,0.003882279,0,0,0.002504696,0,0,0,0.000125235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,NA,NA,201.96,-6.04,0.46,229,-3.66356164612965,-3.66356164612965,1.79175946922805,NA,NA,4.4536169245305
"172",153,446772,4434307,"D",0,0,0,0,0,100,0,0,0,0,"OXYDIG","Polygonaceae","Forb","Forb","Forb",6,39,33,12,6,-0.274642624,-0.129413603,3738.2,266.02,5.26,75,295.978,10.83695652,1.239130435,3.16,3.95,5.17,8,0.745409028,8.923154661,0.728554778,2.727024578,0.096932247,1.171403468,14.09179712,7.617490391,0.08312662,0.000635145,0.131122089,0.000635145,0.000635145,0.000917431,0.006704305,0.000282287,0.003952011,0.002117149,0,0,0.011432604,0,0,0,0,0,0,0.000211715,0,0,0,0.00042343,0,0,0,0,0.001058574,0,0.00042343,0,0,0.011432604,0.000141143,0,0.000141143,0,1.26,10.37,2.78,204.64,-6.88,0.52,229,-3.66356164612965,-3.66356164612965,2.484906649788,1.15057202759882,1.02245092770255,4.43952073448168
"173",153,446772,4434307,"D",0,0.5,0,0.5,0,99.5,0.5,1,0,0,"STEUMB","Caryophyllaceae","Forb","Forb","Forb",6,39,33,12,6,-0.274642624,-0.129413603,3738.2,266.02,5.26,75,295.978,10.83695652,1.239130435,3.16,3.95,5.17,8,0.745409028,8.923154661,0.728554778,2.727024578,0.096932247,1.171403468,14.09179712,7.617490391,0.08312662,0.000635145,0.131122089,0.000635145,0.000635145,0.000917431,0.006704305,0.000282287,0.003952011,0.002117149,0,0,0.011432604,0,0,0,0,0,0,0.000211715,0,0,0,0.00042343,0,0,0,0,0.001058574,0,0.00042343,0,0,0.011432604,0.000141143,0,0.000141143,0,1.26,10.37,2.78,204.64,-6.88,0.52,229,-3.48472463825738,-3.66356164612965,2.484906649788,1.15057202759882,1.02245092770255,4.43952073448168
"74",79,445585,4433755,"M",0,0,0,0,8,92,8,0,1,0,"CARSCO","Cyperaceae","Graminoid","Sedge","Sedge",21,412,391,131,18,0.288563375,0.359870268,3739.8,160.336,1.01,70,32.959,19.64223875,2.262626263,0.39,1.85,4.44,29,22.81141818,619.6236277,203.4814831,203.9175149,2.191196757,112.7447194,NA,5.495810633,NA,0.02322695,0.010195035,0,0.001861702,0.001241135,0.000620567,0.002304965,0.217198582,0,0,0.00035461,0.000975177,0.000443262,0,0.000886525,0,0,0,0,0,0,0,0,0,0,0,0,8.87e-05,0,0.002039007,0,0,0,0,0,0.027039007,0,1.9,9.2,1.21,157.14,-3.25,0.44,228,-3.66356164612965,-2.18616251763036,4.87519732320115,-0.941608539858445,0.19062035960865,4.39550113232641
"75",79,445585,4433755,"M",0,1,0,1,1,98,2,1,1,0,"KOBMYO","Cyperaceae","Graminoid","Sedge","Sedge",21,412,391,131,18,0.288563375,0.359870268,3739.8,160.336,1.01,70,32.959,19.64223875,2.262626263,0.39,1.85,4.44,29,22.81141818,619.6236277,203.4814831,203.9175149,2.191196757,112.7447194,NA,5.495810633,NA,0.02322695,0.010195035,0,0.001861702,0.001241135,0.000620567,0.002304965,0.217198582,0,0,0.00035461,0.000975177,0.000443262,0,0.000886525,0,0,0,0,0,0,0,0,0,0,0,0,8.87e-05,0,0.002039007,0,0,0,0,0,0.027039007,0,1.9,9.2,1.21,157.14,-3.25,0.44,228,-3.33168677783125,-3.33168677783125,4.87519732320115,-0.941608539858445,0.19062035960865,4.39550113232641
"76",79,445585,4433755,"M",6,3,0,6,7,87,13,1,1,0,"SIBPRO","Asteraceae","Forb","Forb","Forb",21,412,391,131,18,0.288563375,0.359870268,3739.8,160.336,1.01,70,32.959,19.64223875,2.262626263,0.39,1.85,4.44,29,22.81141818,619.6236277,203.4814831,203.9175149,2.191196757,112.7447194,NA,5.495810633,NA,0.02322695,0.010195035,0,0.001861702,0.001241135,0.000620567,0.002304965,0.217198582,0,0,0.00035461,0.000975177,0.000443262,0,0.000886525,0,0,0,0,0,0,0,0,0,0,0,0,8.87e-05,0,0.002039007,0,0,0,0,0,0.027039007,0,1.9,9.2,1.21,157.14,-3.25,0.44,228,-2.41547814335624,-2.29545591555475,4.87519732320115,-0.941608539858445,0.19062035960865,4.39550113232641
"165",146,446766,4434310,"D",0,0,0,0,4,96,4,0,1,0,"OXYDIG","Polygonaceae","Forb","Forb","Forb",15,110,95,35,9,0.114484733,-0.08590731,3739.9,264.225,3.09,80,180.509,34.83421959,4.955953005,4.45,6.99,4.58,2,0.171508291,4.651195599,0.431803254,1.048465406,0.088389971,0.936227842,9.042365546,4.968016748,0.103537933,0.000125235,0.069505322,0.00025047,0.000626174,0.003882279,0,0,0.002504696,0,0,0,0.000125235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125235,0.00025047,0,0,0,1.37,5.94,1.98,200.94,-6.37,0.5,229,-3.66356164612965,-2.69954855584689,3.55534806148941,1.49290409617815,0.683096844706444,4.39280496523322
"166",146,446766,4434310,"D",0,0,0,0,1,99,1,0,1,0,"STEUMB","Caryophyllaceae","Forb","Forb","Forb",15,110,95,35,9,0.114484733,-0.08590731,3739.9,264.225,3.09,80,180.509,34.83421959,4.955953005,4.45,6.99,4.58,2,0.171508291,4.651195599,0.431803254,1.048465406,0.088389971,0.936227842,9.042365546,4.968016748,0.103537933,0.000125235,0.069505322,0.00025047,0.000626174,0.003882279,0,0,0.002504696,0,0,0,0.000125235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125235,0.00025047,0,0,0,1.37,5.94,1.98,200.94,-6.37,0.5,229,-3.66356164612965,-3.33168677783125,3.55534806148941,1.49290409617815,0.683096844706444,4.39280496523322
"175",156,446764,4434305,"D",28,0,0,28,1,72,28,1,1,0,"OXYDIG","Polygonaceae","Forb","Forb","Forb",11,37,26,12,7,-0.304546297,-0.124535822,3739.9,264.423,7.53,81,188.581,14.33870968,2.037634409,2.31,4.34,4.92,2,NA,112.8775056,-0.426115694,17.8609833,NA,9.265775134,99.00388903,12.18219782,0.093590012,0.00268444,0.14921781,0.000185134,9.26e-05,0.001573637,0.003702675,0.000555401,0.011941127,0.000647968,0,0.000370268,0.007775618,0,0,0,0,0,0,0.000740535,0,0,0,0.002869573,0,0,9.26e-05,0,0,0,0,0,0,0.007775618,0.000185134,0,9.26e-05,0,1.49,6.88,1.33,201.13,-6.37,0.48,229,-0.890532259360635,-3.33168677783125,2.484906649788,0.837247524533702,0.285178942233662,4.39280496523322
"168",148,446759,4434307,"D",0,0,0,0,0,100,0,0,0,0,"SENFRE","Asteraceae","Forb","Forb","Forb",NA,53,NA,17,7,-0.18326297,-0.203651644,3741.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000125235,0.069505322,0.00025047,0.000626174,0.003882279,0,0,0.002504696,0,0,0,0.000125235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,NA,NA,195.38,-5.8,0.48,229,-3.66356164612965,-3.66356164612965,2.83321334405622,NA,NA,4.34796116940212
"120",113,446516,4434236,"D",21,4,0,21,1,78,22,1,1,0,"DESCES","Poaceae","Graminoid","Grass","Grass",131,305,174,97,23,0.330056198,0.249598701,3754.8,143.168,1.01,73,21.682,78.65656566,9.636363636,3.37,3.89,4.93,109,1.208253098,61.29028602,5.807172914,7.342461747,0.597813917,9.161562534,81.36268324,6.689938075,0.112601529,0.142542861,0.175694128,0.001213776,0.000151722,0.001213776,0,0.000682749,0.025792748,0.000303444,0,0.000531027,0.000303444,0,0.000151722,0.101577909,0.004627522,0,0,0.000151722,0,0,0,0,0,0,0,0,0,0,0.000606888,0,0,0.000303444,7.59e-05,0,0,0,2,19.14,2.18,128.7,-6.11,0.67,231,-1.23963227543428,-3.33168677783125,4.57471097850338,1.21491274436427,0.779324876800998,4.06346119963859
"105",107,446757,4434336,"D",0.5,0,0,0.5,0,99.5,0.5,1,0,0,"MINOBT","Caryophyllaceae","Forb","Forb","Forb",21,83,62,26,11,0.012191061,-0.159149595,3755.2,234.616,5.26,67,11.368,30.49583194,3.701279231,3.8,4.71,4.67,0,0.404172428,9.77854444,0.707818344,2.683587992,0.425358998,1.74860736,22.31078351,5.592189913,0.078374987,0.001527517,0.007463012,0,0,0.006633789,0,0,0.061449832,0.001396587,0,0,0.00065465,0,0,0,0,0,0,4.36e-05,0,0,0,0,0,0,0,0,0,0,0.00013093,0.000305503,0,0.00065465,4.36e-05,0,0,0,1.42,14.58,1.67,192.31,-3.2,0.46,229,-3.48472463825738,-3.66356164612965,3.25809653802148,1.33500106673234,0.512823626428664,4.05660184576764
"106",107,446757,4434336,"D",0,0,0,0,0,100,0,0,0,0,"OXYDIG","Polygonaceae","Forb","Forb","Forb",21,83,62,26,11,0.012191061,-0.159149595,3755.2,234.616,5.26,67,11.368,30.49583194,3.701279231,3.8,4.71,4.67,0,0.404172428,9.77854444,0.707818344,2.683587992,0.425358998,1.74860736,22.31078351,5.592189913,0.078374987,0.001527517,0.007463012,0,0,0.006633789,0,0,0.061449832,0.001396587,0,0,0.00065465,0,0,0,0,0,0,4.36e-05,0,0,0,0,0,0,0,0,0,0,0.00013093,0.000305503,0,0.00065465,4.36e-05,0,0,0,1.42,14.58,1.67,192.31,-3.2,0.46,229,-3.66356164612965,-3.66356164612965,3.25809653802148,1.33500106673234,0.512823626428664,4.05660184576764
"107",107,446757,4434336,"D",0,0,0,0,0,100,0,0,0,0,"SENFRE","Asteraceae","Forb","Forb","Forb",21,83,62,26,11,0.012191061,-0.159149595,3755.2,234.616,5.26,67,11.368,30.49583194,3.701279231,3.8,4.71,4.67,0,0.404172428,9.77854444,0.707818344,2.683587992,0.425358998,1.74860736,22.31078351,5.592189913,0.078374987,0.001527517,0.007463012,0,0,0.006633789,0,0,0.061449832,0.001396587,0,0,0.00065465,0,0,0,0,0,0,4.36e-05,0,0,0,0,0,0,0,0,0,0,0.00013093,0.000305503,0,0.00065465,4.36e-05,0,0,0,1.42,14.58,1.67,192.31,-3.2,0.46,229,-3.66356164612965,-3.66356164612965,3.25809653802148,1.33500106673234,0.512823626428664,4.05660184576764
"102",106,446847,4434413,"D",0,0,0,0,1,99,1,0,1,0,"FESBRA","Poaceae","Graminoid","Grass","Grass",68,163,95,52,14,0.331495933,0.127383374,3758.7,115.302,5.26,64,269.338,255.1466781,34.01707188,20.87,19.16,4.57,NA,5.448354324,108.5832963,34.38646047,30.7715654,0.411450034,21.89131924,168.6694633,4.96010748,0.129788278,0.005398539,0.019450619,0,0,0.000793903,0.001190854,0.000198476,0.209907907,0.005041283,7.94e-05,0.000793903,0.000476342,0,0,0,0,0,0,0,0.000277866,0,0,0.001667196,0,0,0,0,0.005874881,0,0.055692283,0,0,0,3.97e-05,0,0.022427755,0,1.8,48,7.61,153.69,5.64,0.68,229,-3.66356164612965,-3.33168677783125,3.95124371858143,3.03831272108911,2.02946317187359,4.00100333627033
"103",106,446847,4434413,"D",0,0,0,0,0,100,0,0,0,0,"GEUROS","Rosaceae","Forb","Forb","Forb",68,163,95,52,14,0.331495933,0.127383374,3758.7,115.302,5.26,64,269.338,255.1466781,34.01707188,20.87,19.16,4.57,NA,5.448354324,108.5832963,34.38646047,30.7715654,0.411450034,21.89131924,168.6694633,4.96010748,0.129788278,0.005398539,0.019450619,0,0,0.000793903,0.001190854,0.000198476,0.209907907,0.005041283,7.94e-05,0.000793903,0.000476342,0,0,0,0,0,0,0,0.000277866,0,0,0.001667196,0,0,0,0,0.005874881,0,0.055692283,0,0,0,3.97e-05,0,0.022427755,0,1.8,48,7.61,153.69,5.64,0.68,229,-3.66356164612965,-3.66356164612965,3.95124371858143,3.03831272108911,2.02946317187359,4.00100333627033
