Taxon	S.0	S.30	S.56	S.63	S.65	S.66	S.74	S.89	S.95	S.99	S.104	S.106	S.107	S.119	S.120	S.132	S.137	S.139	S.157	S.159	S.89.15	S.107.15	S.119.15	S.137.15
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	0.000470232	0.002631693	0.000771099	0.000550909	0.00012474	0.000927247	0.001501328	0.001344229	0.003269161	0.002246181	0.002637202	0.00166512	0.001818103	0.00119361	0.000105092	0.000730203	0.000998469	0.000900657	0.000559597	0.000739349	0.002124173	0.000267442	0.001731371	0.000736081
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae	0.000339612	0.00184871	0.003527779	0.000600992	0.000665281	0.000142653	0.000433075	0.001733347	0.003269161	0.002583109	0.001693969	0.000518644	0.000735899	0.00085695	0.000315275	0.001208611	0.000687834	0.000900657	0.000254362	0.001078217	0.002265785	0.000249612	0.000932277	0.001739829
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	2.61E-05	0.003675671	0.00030844	0.000125207	0.001309771	0	5.77E-05	0.000176872	0	8.42E-05	0.000173247	8.19E-05	4.33E-05	3.06E-05	0	0.000226615	0.000532517	0.000180131	2.54E-05	0.000954992	0.000303453	0	0.000599321	0.000936831
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	0.000365736	0	0.006149516	2.50E-05	0.000665281	0	0.00017323	0.000247621	0.003632401	0.002807727	0.000134748	0.000491347	4.33E-05	0	0.000262729	0.001661841	0	9.01E-05	0	3.08E-05	0.000627137	3.57E-05	0.002164214	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0	0	3.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66E-05	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	0.002716894	0.001522467	0.01966303	0.016076526	0.00037422	0.014122682	0.002107634	0.000141498	0.006538322	0.006822776	0.009932819	0.001037288	0.005108004	0.001775112	0.001156009	0.007327206	0.002063503	0.009366838	0.003332146	0.021934013	0.006392749	0.001800774	0.004561497	0.007360814
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	0.000914339	0.001826961	0.000192775	0.002554214	0.000893971	0.00021398	0.000606306	0.003891188	0.00108972	0.00216195	0.00161697	0.000491347	0.003030172	0.001989349	0.000315275	0.000679844	0.002130067	0.000450329	0.000534161	0.000308062	0.000606907	0.000374418	0.000898981	0.000869914
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	0.000417984	0.000217495	0.001349424	0.00037562	0.00016632	0.00021398	0.000635177	0	0.00108972	0.000786164	0.001058731	0.000709723	0.000346305	0.000153027	0.000105092	0.000679844	0.000421576	0.000990723	0.000254362	0.000154031	0.000566446	0.000178294	0.000965572	0.000267666
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae	0	0	5.78E-05	0	2.08E-05	0	0	0	0	0	0	0	0	0	0	0.000226615	2.22E-05	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae	0.000626976	0	0.000443382	0.000125207	0.00012474	0.00064194	0.00204989	0	0	0.000336927	0.001135729	0.001337555	8.66E-05	9.18E-05	0.000157638	0.000906459	4.44E-05	0.000270197	0.000330671	0.000400481	0.000566446	1.78E-05	0.000266365	6.69E-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae	0	0	0	0	0	0	0	0	0	2.81E-05	0	0	0	0	0	0	0	0	0	0	2.02E-05	0	0.000332956	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__	0.00039186	0	7.71E-05	0	0	0	0	0	0	0.000224618	0.000115498	0	0	0	0	2.52E-05	0	0	0	0	0	0	6.66E-05	0
k__Bacteria;p__Actinobacteria;c__KIST-JJY010;o__;f__	0	0	3.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__	2.61E-05	0	0	0	0	0	0	0	0	0	0	0	4.33E-05	0	0.000157638	0	0.000155317	9.01E-05	2.54E-05	0	0	0.000142636	9.99E-05	0.000133833
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__	0.001253951	0.000108748	0.00015422	0	6.24E-05	0.00010699	0.00017323	0.001945594	0.001816201	0.0018531	7.70E-05	0	0.006666378	0.000122421	0.003126478	0	8.88E-05	0	0.000305235	3.08E-05	0.002043252	0.003815501	0.002297396	0.000133833
k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__	0	0	0	0	0.002785863	0	0	7.07E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	0.000104496	0	1.93E-05	0.000125207	2.08E-05	7.13E-05	2.89E-05	0	0	0	0	0	0	6.12E-05	0	0	0	0	0	0	0	0	3.33E-05	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;Other	0	0	1.93E-05	0	0	0	0	3.54E-05	0	5.62E-05	0	0	0	0	0	0	0	0	0	0	0	0	9.99E-05	0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__	0.000914339	0.000239245	0.000886764	0	0.00039501	0	0.000779536	0.001485726	0.00036324	0.001460018	0.000673738	0	0.00164495	3.06E-05	0.000840734	0.000125897	0.000399388	9.01E-05	0.000127181	3.08E-05	0.00089013	0.001212402	0.000998868	0.000468415
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__AK1AB1_02E	0.000339612	0	0.000250607	0	0	0	2.89E-05	0.000176872	0	0.000252695	3.85E-05	0.000163782	0	0	0.000210183	0.000226615	0	0	0	0	4.05E-05	1.78E-05	0	6.69E-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	0.011938661	0.003327678	0.002409685	0.006135123	0.002037422	0.002104137	0.006120799	0.008489865	0.006538322	0.008142408	0.003965428	0.001310258	0.01727198	0.001101793	0.006331774	0.001460405	0.009407797	0.001891381	0.013099659	0	0.008881067	0.010662007	0.009722315	0.004416488
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other	0.001175579	0.001957458	0.000212052	0.004582561	0.00047817	0.000713267	0.000895023	0.007039513	0	0.001740791	0.001000982	0.000573238	0.002640578	0.010405827	0.000289002	0.000956817	0.001220351	0.002521841	0.000864832	0.006500108	0.000849669	0.000356589	0.000266365	0.001204497
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	0.003814102	0.002348949	0.008983306	0.011318676	0.003264033	0.00267475	0.004590599	0.014362022	0.004722121	0.004239668	0.002810449	0.004258339	0.003982512	0.005325335	0.00170774	0.001938814	0.00284009	0.004052959	0.001398993	0.006592526	0.01015557	0.001996898	0.005660252	0.00133833
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae	0.008385799	0.006394363	0.003604889	0.0155757	0.000810811	0.009058488	0.011231089	0.014786515	0.002179441	0.009097035	0.01422549	0.013348256	0.006839531	0.00899798	0.000893279	0.005640186	0.003727618	0.01269927	0.007096709	0.015002619	0.004288807	0.001782944	0.00279683	0.004684154
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae	0.001358447	0.000260994	0.001619308	0.000325537	0.00049896	7.13E-05	0.00017323	0.00031837	0.002905921	0.0018531	0.000269495	0.000245673	0.00047617	0.001316031	0.000683096	0.000906459	0.000332823	0	7.63E-05	0	0.000404604	8.91E-05	0.001231937	0.000267666
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	7.84E-05	0	0.001773528	7.51E-05	2.08E-05	0	8.66E-05	0	0.00036324	0.000421159	3.85E-05	2.73E-05	8.66E-05	6.12E-05	0.000157638	0.000453229	6.66E-05	0	0	3.08E-05	0.000141612	0.000160465	0.000466138	0
k__Bacteria;p__Armatimonadetes;Other;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	6.69E-05
k__Bacteria;p__Armatimonadetes;c__;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Armatimonadetes;c__0319-6E2;o__;f__	0.000888215	0.000173996	0.000771099	0.000150248	4.16E-05	0.000249643	0.000490819	0.000176872	0.00036324	0.000477314	0.000404243	0.000245673	0.000519458	0.000244843	0.000788188	0.000251794	0.00048814	0.000270197	0.000890268	0	0.00093059	0.000481395	0.000699208	0.001405246
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae	0.000235116	0.000674236	0.001118094	0.001051735	0.000831601	0.000356633	0.000461947	0.002794581	0.00072648	0.00154425	0.000423492	0.000300268	0.000519458	0.000703924	0.000945825	0.001863276	0.000443764	9.01E-05	0.000254362	0	0.000161842	3.57E-05	0.000665912	6.69E-05
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__FW68;f__	0.001593563	0.005981121	0.000732544	0.010867932	0.011018711	0.008844508	0.001818917	0.004421805	0.002542681	0.001403863	0.00273345	0.005104548	0.002250985	0.00575381	0.000972098	0.002165429	0.002107879	0.0065748	0.007096709	0.018606944	0.000708058	0.001034108	0.00113205	0.003479657
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;Other	0	0	0	0	0	0	8.66E-05	0	0	2.81E-05	0	2.73E-05	0	0	0	0.000100718	8.88E-05	0	0	0	2.02E-05	0	3.33E-05	0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__	0.00013062	0	0	0	0	0.000178317	2.89E-05	0	0	0	0	0	0	3.06E-05	0	0.000100718	0	9.01E-05	0.000101745	0	4.05E-05	3.57E-05	0.000166478	0
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae	0.004963557	0.015790161	0.003007287	0.010291982	0.014615385	0.009878745	0.005803211	0.015777	0.002905921	0.00760894	0.007045371	0.005786974	0.009609974	0.015853584	0.004886764	0.008837971	0.006922718	0.006754931	0.008648319	0.005083023	0.004025814	0.005509298	0.004295132	0.007226981
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__SJA-22;f__	0.002612398	0.000391492	0.000481937	2.50E-05	0.00016632	0.004921541	0.000779536	0.000353744	0.00072648	0.000758086	0.000461992	0.000218376	0.001298645	0.001805717	0.002601019	0.000604306	0.002107879	0.00126092	0.001704228	0	0.000647367	0.00192558	0.001931145	0.000936831
k__Bacteria;p__Armatimonadetes;c__OPB50;o__;f__	0.000208992	0.000152247	0.000212052	0.000275454	2.08E-05	0.000392297	2.89E-05	0.000212247	0	0.000168464	0.000115498	0	0.000259729	0.000550897	5.25E-05	0.000176256	8.88E-05	0.000270197	0.000152617	3.08E-05	6.07E-05	7.13E-05	0.000166478	0.000133833
k__Bacteria;p__Armatimonadetes;c__SHA-37;o__;f__	0.002011547	0.000326243	0.000867487	0	2.08E-05	7.13E-05	0.000664049	0.00502317	0	0.000673854	0.000327244	0.000109188	0.000173153	0	0.000814461	0.001838096	2.22E-05	0	7.63E-05	0	0.000323684	0.000142636	0.000765799	0
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__;f__	2.61E-05	0	3.86E-05	0	0	0	0	0	0	0	1.92E-05	0	8.66E-05	0	5.25E-05	0	8.88E-05	0	0	0	0	3.57E-05	0.000233069	6.69E-05
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__TP122;f__	0	0	0	0	0	0	0	7.07E-05	0	0	0	0	0	0	2.63E-05	5.04E-05	0	0	0	0	0	0	9.99E-05	0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__;f__	0	0	1.93E-05	0	0	0	2.89E-05	0	0	5.62E-05	5.77E-05	0	0	0	0	2.52E-05	0	0	0	0	0	0	0	0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__	0	0	0	0	0	0	0	0	0	0	0	0	0.000173153	0	7.88E-05	0	0.000155317	0	0.000101745	0	6.07E-05	0.000231783	3.33E-05	0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae]	0.00412759	0.001109226	0.001330146	7.51E-05	0.00012474	0.000998573	0.003435732	0.000459868	0.00145296	0.002218104	0.001231978	0.001692417	0.001947968	0.000673318	0.001996742	0.00420496	0.001797244	0.001621183	0.001653355	0	0.001760029	0.004992244	0.001897849	0.002342077
k__Bacteria;p__BHI80-139;c__;o__;f__	0.000104496	2.17E-05	5.78E-05	0	0	0.00010699	5.77E-05	0	0.00072648	8.42E-05	0	0	0.000303017	3.06E-05	5.25E-05	0.000226615	0	0	0.000127181	0	6.07E-05	0.000178294	0.000233069	0.000267666
k__Bacteria;p__BRC1;c__PRR-11;o__;f__	0.000182868	0.000108748	0.000539769	0	4.16E-05	0	0.000115487	0	0.00108972	0.000140386	1.92E-05	0	0.000173153	0	0.000315275	0.000201435	4.44E-05	9.01E-05	0	0	2.02E-05	0.000124806	0.00053273	6.69E-05
k__Bacteria;p__Bacteroidetes;Other;Other;Other	0.000888215	0.001304972	0.001927748	0.000400661	0.003679834	0.001747504	0.000808407	0.001521101	0.00072648	0.000898473	9.62E-05	0.000491347	0.000259729	0.001775112	0.000394094	0.00128415	0.000887528	0.000450329	0.001093758	0.000431287	0.000849669	0.000213953	0.00029966	0.000334582
k__Bacteria;p__Bacteroidetes;c__At12OctB3;o__;f__	0.00026124	2.17E-05	1.93E-05	2.50E-05	0	0.00021398	0.000461947	0.000353744	0	0.000477314	1.92E-05	0.000218376	8.66E-05	3.06E-05	0.000210183	0.000453229	0	9.01E-05	0	0	0.000182072	8.91E-05	6.66E-05	6.69E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other	0	6.52E-05	0	0	0.003264033	0	2.89E-05	7.07E-05	0	0	0	0	0	0	5.25E-05	5.04E-05	0	0	0	0	0	1.78E-05	0	6.69E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	5.22E-05	0.004436905	0	0.001752892	0.011704782	0.002389444	0	0.01450352	0	0.000421159	0.000346494	0	0.000519458	0.000428475	2.63E-05	0	0.00024407	0.000270197	0.001602483	0.00129386	4.05E-05	0.000499224	0	0.00113758
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0	0	0	0	2.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0	0.002066206	0	2.50E-05	0.000706861	0	0	0.000884361	0	0.000224618	3.85E-05	0	4.33E-05	6.12E-05	0	0	2.22E-05	0.000180131	0.00040698	0	0	0.00032093	0	0.000133833
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0	0	0	0	2.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;Other	7.84E-05	0.000239245	7.71E-05	0	0.00031185	7.13E-05	0.000115487	3.54E-05	0	0.000421159	0.000115498	0	4.33E-05	6.12E-05	2.63E-05	0.000100718	0.000199694	0	0.000890268	0	0	3.57E-05	0.000199774	6.69E-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__	0.000835968	0.000413241	0.000481937	2.50E-05	0.00037422	0.000356633	5.77E-05	0.000141498	0	0.000449236	5.77E-05	5.46E-05	0	0.000244843	5.25E-05	0.000478409	0	0	0	0	6.07E-05	1.78E-05	0.000199774	0.000334582
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	0.007837195	0.012527731	0.028819833	0.006686032	0.026049896	0.003245364	0.002800554	0.013902154	0.007628042	0.01182053	0.022387341	0.007233717	0.005757327	0.012333966	0.008275971	0.013949389	0.022742905	0.00297217	0.005952078	0.003665938	0.001476806	0.001515503	0.009622428	0.008832976
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae	0	0	0	0	2.08E-05	0	0	0	0	0	0	0	0	0	2.63E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae]	2.61E-05	0.000695985	5.78E-05	0	0	7.13E-05	0.000144358	0	0	0.000112309	3.85E-05	0	0.000303017	0	0.000131365	7.55E-05	6.66E-05	0	0.00040698	0	0.000161842	0.000695348	6.66E-05	6.69E-05
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25E-05	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae	2.61E-05	0	7.71E-05	0	0	0	0	0	0	0	0	0	0	0	0.000315275	0	0	0	0	0	0	5.35E-05	0.000166478	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.000365736	0	0.001330146	2.50E-05	0.003430353	3.57E-05	0.00017323	7.07E-05	0.00108972	0.000112309	5.77E-05	0	4.33E-05	0	0.000499186	0.001485585	2.22E-05	0	0	0	8.09E-05	0	0.000133182	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	2.61E-05	0	1.93E-05	0	0.00018711	0	0	0	0	0	9.62E-05	0.000218376	0	0	0	0.000226615	0.000332823	0	0	3.08E-05	0	0	0.000199774	0
k__Bacteria;p__Bacteroidetes;c__SM1A07;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;Other	0	0	1.93E-05	0	6.24E-05	0	2.89E-05	0	0	0	0	2.73E-05	0	0	2.63E-05	2.52E-05	0	0	0	3.08E-05	0	3.57E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__	0.009117271	0.002370699	0.006438678	0.003029999	0.052120582	0.002924394	0.009065712	0.011036825	0.003269161	0.002133872	0.00217521	0.002238358	0.001774815	0.001071188	0.013399191	0.008712074	0.014599836	0.001801315	0.002416442	0.001201442	0.00457203	0.006240305	0.012852101	0.00876606
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.0064265	0.010896516	0.011508656	0.001201983	0.041933472	0.020827389	0.001790045	0.003219074	0.00072648	0.003369272	0.001559222	0.013184473	0.003376477	0.004774438	0.00233829	0.005740904	0.00603519	0.005854274	0.002874294	0.004713348	0.003985353	0.016403088	0.007924352	0.019539615
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae	0	0	0.000212052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];Other	0.000313488	0	0.000809654	0	8.32E-05	0	8.66E-05	0	0	0.000196541	1.92E-05	0	4.33E-05	0	0.000341548	0.000125897	4.44E-05	0	0	0	0.000202302	0.000106977	0.00029966	6.69E-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__	0.000339612	0.000195746	0.000212052	0	0.001891892	0.000142653	0.000144358	0	0	2.81E-05	3.85E-05	0.000136485	4.33E-05	0	0.00063055	0.000478409	2.22E-05	9.01E-05	0.000101745	0	0.000222532	0.000588372	0.000332956	0.000936831
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae	0.099819745	0.072752186	0.176292555	0.039089498	0.138503119	0.036768902	0.061814297	0.114613181	0.082455503	0.09046496	0.080848525	0.085166785	0.040950608	0.066719716	0.095160528	0.153367745	0.038163705	0.036386562	0.032761866	0.055297126	0.036030022	0.041275162	0.095192116	0.043495717
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae	7.84E-05	0	0.002024135	0	0	0	0	0	0.00036324	0	0	0	0	0	0.001734013	5.04E-05	0	0	0	3.08E-05	0	0.000231783	0.000399547	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66E-05	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__;f__	0	4.35E-05	0	0	2.08E-05	0	0	0	0	0	0	0	0	0	0	0	6.66E-05	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;Other	0.000313488	0.000108748	0	0	0.00022869	0	2.89E-05	0	0	0	5.77E-05	5.46E-05	0.000129865	3.06E-05	0.000131365	2.52E-05	6.66E-05	9.01E-05	2.54E-05	0	0.000101151	8.91E-05	3.33E-05	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__	0	0.000130497	0	0	0	0	0	0	0	0	0	0	0	6.12E-05	0	2.52E-05	0	0	7.63E-05	0	0.000182072	0.000160465	0	0.000401499
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Criblamydiaceae	0	0	0	0	0	0	0	0	0	0	0	0	4.33E-05	0	0	0.000201435	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae	0.000705348	0.000717735	0.000192775	7.51E-05	0.000935551	0.000356633	0.000577434	0.000778238	0.00036324	0.000393082	0.000500491	0.000354862	0.000649323	0.00079574	0.000683096	0.000679844	0.000931904	0.000450329	0.000534161	0.000924186	0.000546216	0.000766666	0.000799094	0.000468415
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae	0	0	1.93E-05	0	2.08E-05	0	0	0	0	8.42E-05	1.92E-05	5.46E-05	0	0	5.25E-05	0	0	0	0	0	0.000101151	0.000106977	9.99E-05	0
k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Simkaniaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlorobi;Other;Other;Other	0	0	0.000173497	0	0	0	0	0	0	2.81E-05	0	0	0	0	2.63E-05	2.52E-05	0	0	0	0	2.02E-05	0	3.33E-05	0
k__Bacteria;p__Chlorobi;c__;o__;f__	0.001541315	0.00139197	1.93E-05	0.000275454	0.003388773	0.00160485	0.001241483	0.001839471	0.00036324	0.000533468	0.000461992	0.000764317	0.001212069	0.003152354	0.001103463	0.000352512	0.001930373	0.000720526	0.000992013	9.24E-05	0.00091036	0.002317828	0.000599321	0.001271413
k__Bacteria;p__Chlorobi;c__BSV26;o__A89;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000604277	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Chlorobi;c__BSV26;o__C20;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000341548	0	0	0	0	0	2.02E-05	1.78E-05	0	0
k__Bacteria;p__Chlorobi;c__BSV26;o__PK329;f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78E-05	3.33E-05	0
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__	0.000235116	0	0.000809654	2.50E-05	0	7.13E-05	0.000144358	7.07E-05	0.00036324	0.000280773	0	5.46E-05	0	0	0.00063055	0.000453229	2.22E-05	9.01E-05	0	0	6.07E-05	1.78E-05	0.000732503	6.69E-05
k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__	0.0006531	0.000152247	0.000925319	0	6.24E-05	3.57E-05	0.000404204	0.00031837	0.00108972	5.62E-05	0.000115498	0.000245673	0.000303017	0	0.002627292	0.000251794	0.000177506	0	2.54E-05	0	0.00095082	0.000980619	0.002130918	0.001405246
k__Bacteria;p__Chloroflexi;Other;Other;Other	0.00373573	0.011570751	0.000963874	0.003380578	0.00024948	0.0010699	0.001472456	0.001450352	0	0.001796945	0.002906697	0.000327565	0.003246613	0.008110424	0.0012611	0.001057535	0.00579112	0.001891381	0.00857201	0.003111426	0.001497036	0.001462014	0.001897849	0.00267666
k__Bacteria;p__Chloroflexi;c__;o__;f__	5.22E-05	0	3.86E-05	0	0	0	0	3.54E-05	0	8.42E-05	0.000115498	2.73E-05	0	3.06E-05	2.63E-05	2.52E-05	2.22E-05	0	0	0	0	7.13E-05	3.33E-05	0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;Other;Other	0.000600852	0.000152247	0.000134942	0.000150248	0	0.00021398	0.000115487	0.000106123	0.00036324	0.000505391	3.85E-05	5.46E-05	0.000389594	0.000153027	0.00018391	2.52E-05	0.000288447	9.01E-05	0.000101745	0	0.000121381	0.000445736	0.000199774	0.000133833
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__	0.001358447	0	1.93E-05	0	0	0.000606277	5.77E-05	0	0	0.000393082	7.70E-05	0	0.000129865	0.000306054	0.000105092	0	8.88E-05	0	2.54E-05	0	0	5.35E-05	0.000332956	6.69E-05
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__	0.003578986	2.17E-05	0	0	0.00016632	0.000142653	8.66E-05	0	0	0.000140386	7.70E-05	0	0.000865763	0	0.000551731	0	0.001575362	0.000270197	0.002212952	0	6.07E-05	0.001497673	0.000765799	0.000736081
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__S47	0.000809844	2.17E-05	0.000578324	0	4.16E-05	0.00010699	0.000404204	0.000353744	0.00036324	0.000673854	0.000211746	0	0.000303017	0	0.000315275	0.000100718	0.000355011	0.000720526	0.000508725	0	0.000647367	0.000249612	0.000632616	0.000669165
